poem	emotion1	emotion2
Bist schon lange Knecht gewesen:	Vitality	Humor
Nun erfülle meinen Willen!	Vitality	Humor
Auf zwei Beinen stehe,	Vitality	Humor
Oben sei ein Kopf,	Vitality	Humor
Eile nun und gehe	Vitality	Humor
Mit dem Wassertopf!	Vitality	Humor
Walle! walle	Vitality	Vitality
Manche Strecke,	Vitality	Vitality
Daß, zum Zwecke,	Vitality	Vitality
Wasser fließe	Vitality	Vitality
Und mit reichem, vollem Schwalle	Vitality	Vitality
Zu dem Bade sich ergieße.	Vitality	Vitality
Seht, er läuft zum Ufer nieder,	Vitality	Humor
Wahrlich! ist schon an dem Flusse,	Vitality	Humor
Und mit Blitzesschnelle wieder	Vitality	Humor
Ist er hier mit raschem Gusse.	Vitality	Humor
Schon zum zweiten Male!	Vitality	Beauty / Joy
Wie das Becken schwillt!	Vitality	Beauty / Joy
Wie sich jede Schale	Vitality	Beauty / Joy
Voll mit Wasser füllt!	Vitality	Beauty / Joy
Stehe! stehe!	Vitality	Vitality
Denn wir haben	Vitality	Vitality
Deiner Gaben	Vitality	Vitality
Vollgemessen! ?	Vitality	Vitality
Ach, ich merk es! Wehe! wehe!	Uneasiness	Humor
Hab ich doch das Wort vergessen!	Uneasiness	Humor
Ach, das Wort, worauf am Ende	Humor	Humor
Er das wird, was er gewesen.	Humor	Humor
Ach, er läuft und bringt behende!	Humor	Humor
Wärst du doch der alte Besen!	Humor	Humor
Immer neue Güsse	Humor	Vitality
Bringt er schnell herein,	Humor	Vitality
Ach! und hundert Flüsse	Vitality	Vitality
Stürzen auf mich ein.	Vitality	Vitality
Nein, nicht länger	Humor	Humor
Kann ichs lassen;	Humor	Humor
Will ihn fassen.	Humor	Humor
Das ist Tücke!	Humor	Humor
Ach! nun wird mir immer bänger!	Uneasiness	Humor
Welche Miene! welche Blicke!	Uneasiness	Humor
O, du Ausgeburt der Hölle!	Humor	Humor
Soll das ganze Haus ersaufen?	Humor	Humor
Seh ich über jede Schwelle	Humor	Humor
Doch schon Wasserströme laufen.	Humor	Humor
Ein verruchter Besen,	Humor	Humor
Der nicht hören will!	Humor	Humor
Stock, der du gewesen,	Humor	Humor
Steh doch wieder still!	Humor	Humor
Willsts am Ende	Humor	Vitality
Gar nicht lassen?	Humor	Vitality
Will dich fassen,	Humor	Vitality
Will dich halten	Humor	Vitality
Und das alte Holz behende	Humor	Vitality
Mit dem scharfen Beile spalten.	Humor	Vitality
Seht, da kommt er schleppend wieder!	Suspense	Humor
Wie ich mich nur auf dich werfe,	Suspense	Humor
Gleich, o Kobold, liegst du nieder;	Suspense	Humor
Krachend trifft die glatte Schärfe.	Suspense	Beauty / Joy
Wahrlich! brav getroffen!	Beauty / Joy	Beauty / Joy
Seht, er ist entzwei!	Beauty / Joy	Beauty / Joy
Und nun kann ich hoffen,	Beauty / Joy	Beauty / Joy
Und ich atme frei!	Beauty / Joy	Beauty / Joy
Wehe! wehe!	Humor	Humor
Beide Teile	Humor	Humor
Stehn in Eile	Humor	Humor
Schon als Knechte	Humor	Humor
Völlig fertig in die Höhe!	Humor	Humor
Helft mir, ach! ihr hohen Mächte!	Humor	Humor
Und sie laufen! Naß und nässer.	Humor	Humor
Wirds im Saal und auf den Stufen.	Humor	Humor
Welch entsetzliches Gewässer!	Humor	Humor
Herr und Meister! hör mich rufen! ?	Humor	Humor
Ach, da kommt der Meister!	Humor	Humor
Herr, die Not ist groß!	Humor	Humor
Die ich rief, die Geister	Humor	Humor
Werd ich nun nicht los.	Humor	Humor
»In die Ecke,	Beauty / Joy	Humor
Besen! Besen!	Beauty / Joy	Humor
Seids gewesen.	Beauty / Joy	Humor
Denn als Geister	Beauty / Joy	Humor
Ruft euch nur, zu seinem Zwecke,	Beauty / Joy	Humor
Erst hervor der alte Meister.«	Beauty / Joy	Humor
Wann das Abendrot die Haine	Beauty / Joy	Beauty / Joy
Mit den Abschiedsflammen küßt,	Beauty / Joy	Beauty / Joy
Wann im prächtgen Morgenscheine	Beauty / Joy	Beauty / Joy
Lerchenklang die Sonne grüßt,	Beauty / Joy	Beauty / Joy
O dann werf ich Jubellieder	Vitality	Vitality
Ins Lobpreisen der Natur,	Vitality	Vitality
Echo spricht die Töne wieder,	Vitality	Vitality
Alles preißt den Ewgen nur.	Vitality	Vitality
Mit den Quellen geht mein Grüßen,	Beauty / Joy	Beauty / Joy
Und das taube Herz in mir	Beauty / Joy	Beauty / Joy
Hat dem Gott erwachen müssen,	Beauty / Joy	Beauty / Joy
Der uns schirmet für und für.	Beauty / Joy	Beauty / Joy
Meereswogen laut erklingen,	Beauty / Joy	Beauty / Joy
In den Wäldern wohnt manch Schall;	Beauty / Joy	Beauty / Joy
Und wir sollten nicht besingen,	Beauty / Joy	Beauty / Joy
Da die Freude überall?	Beauty / Joy	Beauty / Joy
Mit gelben Birnen hänget	Beauty / Joy	Beauty / Joy
Und voll mit wilden Rosen	Beauty / Joy	Beauty / Joy
Das Land in den See,	Beauty / Joy	Beauty / Joy
Ihr holden Schwäne,	Beauty / Joy	Beauty / Joy
Und trunken von Küssen	Beauty / Joy	Beauty / Joy
Tunkt ihr das Haupt	Beauty / Joy	Beauty / Joy
Ins heilignüchterne Wasser.	Beauty / Joy	Beauty / Joy
Weh mir, wo nehm? ich, wenn	Sadness	Sadness
Es Winter ist, die Blumen, und wo	Sadness	Sadness
Den Sonnenschein,	Sadness	Sadness
Und Schatten der Erde?	Sadness	Sadness
Die Mauern stehn	Sadness	Uneasiness
Sprachlos und kalt, im Winde	Sadness	Uneasiness
Klirren die Fahnen.	Sadness	Uneasiness
Ich hört ein Sichlein rauschen,	Sadness	Sadness
Wohl rauschen durch das Korn,	Sadness	Sadness
Ich hört ein Mägdlein klagen,	Sadness	Sadness
Sie hätt ihr Lieb verlorn.	Sadness	Sadness
Laß rauschen, Lieb, laß rauschen,	Sadness	Sadness
Ich acht nicht, wie es geht,	Sadness	Sadness
Ich thät mein Lieb vertauschen	Sadness	Sadness
In Veilchen und im Klee.	Sadness	Sadness
Du hast ein Mägdlein worben	Sadness	Sadness
In Veilchen und im Klee,	Sadness	Sadness
So steh ich hier alleine,	Sadness	Sadness
Thut meinem Herzen weh.	Sadness	Sadness
Ich hör ein Hirschlein rauschen	Sadness	Sadness
Wohl rauschen durch den Wald,	Sadness	Sadness
Ich hör mein Lieb sich klagen,	Sadness	Sadness
Die Lieb verrauscht so bald.	Sadness	Sadness
Laß rauschen, Lieb, laß rauschen,	Beauty / Joy	Vitality
Ich weiß nicht, wie mir wird,	Beauty / Joy	Vitality
Die Bächlein immer rauschen,	Beauty / Joy	Vitality
Und keines sich verirrt.	Beauty / Joy	Vitality
Dämmrung will die Flügel spreiten,	Beauty / Joy	Beauty / Joy
Schaurig rühren sich die Bäume,	Beauty / Joy	Uneasiness
Wolken ziehn wie schwere Träume -	Beauty / Joy	Uneasiness
Was will dieses Graun bedeuten?	Uneasiness	Uneasiness
Hast ein Reh du lieb vor andern,	Uneasiness	Beauty / Joy
Laß es nicht alleine grasen,	Uneasiness	Beauty / Joy
Jäger ziehn im Wald und blasen,	Uneasiness	Uneasiness
Stimmen hin und wider wandern.	Uneasiness	Uneasiness
Hast du einen Freund hienieden,	Uneasiness	Uneasiness
Trau ihm nicht zu dieser Stunde,	Uneasiness	Uneasiness
Freundlich wohl mit Aug und Munde,	Uneasiness	Uneasiness
Sinnt er Krieg im tückschen Frieden.	Uneasiness	Uneasiness
Was heut müde gehet unter,	Uneasiness	Vitality
Hebt sich morgen neugeboren.	Uneasiness	Vitality
Manches bleibt in Nacht verloren -	Uneasiness	Uneasiness
Hüte dich, bleib wach und munter!	Uneasiness	Uneasiness
Schweigt der Menschen laute Lust:	Beauty / Joy	Beauty / Joy
Rauscht die Erde wie in Träumen	Beauty / Joy	Beauty / Joy
Wunderbar mit allen Bäumen,	Beauty / Joy	Beauty / Joy
Was dem Herzen kaum bewusst,	Beauty / Joy	Beauty / Joy
Alte Zeiten, linde Trauer,	Beauty / Joy	Vitality
Und es schweifen leise Schauer	Beauty / Joy	Vitality
Wetterleuchtend durch die Brust.	Beauty / Joy	Vitality
Wenn ich, von deinem Anschaun tief gestillt,	Beauty / Joy	Beauty / Joy
Mich stumm an deinem heilgen Wert vergnüge,	Beauty / Joy	Beauty / Joy
dann hör ich recht die leisen Atemzüge	Beauty / Joy	Beauty / Joy
Des Engels, welcher sich in dir verhüllt.	Beauty / Joy	Beauty / Joy
Und ein erstaunt, ein fragend Lächeln quillt	Beauty / Joy	Beauty / Joy
Auf meinen Mund, ob mich kein Traum betrüge,	Beauty / Joy	Beauty / Joy
Daß nun in dir, zu ewiger Genüge,	Beauty / Joy	Beauty / Joy
Mein kühnster Wunsch, mein einzger, sich erfüllt?	Beauty / Joy	Beauty / Joy
Von Tiefe dann zu Tiefen stürzt mein Sinn,	Beauty / Joy	Beauty / Joy
Ich höre aus der Gottheit nächtger Ferne	Beauty / Joy	Beauty / Joy
Die Quellen des Geschicks melodisch rauschen.	Beauty / Joy	Beauty / Joy
Betäubt kehr ich den Blick nach oben hin,	Beauty / Joy	Beauty / Joy
Zum Himmel auf - da lächeln alle Sterne;	Beauty / Joy	Beauty / Joy
Ich kniee, ihrem Lichtgesang zu lauschen.	Beauty / Joy	Beauty / Joy
Ich hör die Bächlein rauschen	Vitality	Beauty / Joy
Im Walde her und hin,	Vitality	Beauty / Joy
Im Walde in dem Rauschen	Vitality	Beauty / Joy
Ich weiß nicht, wo ich bin.	Vitality	Beauty / Joy
Die Nachtigallen schlagen	Beauty / Joy	Beauty / Joy
Hier in der Einsamkeit,	Beauty / Joy	Beauty / Joy
Als wollten sie was sagen	Beauty / Joy	Beauty / Joy
Von der alten, schönen Zeit.	Beauty / Joy	Beauty / Joy
Die Mondesschimmer fliegen,	Beauty / Joy	Beauty / Joy
Als säh ich unter mir	Beauty / Joy	Beauty / Joy
Das Schloß im Tale liegen,	Beauty / Joy	Beauty / Joy
Und ist doch so weit von hier!	Beauty / Joy	Beauty / Joy
Als müßte in dem Garten,	Beauty / Joy	Beauty / Joy
Voll Rosen weiß und rot,	Beauty / Joy	Beauty / Joy
Meine Liebste auf mich warten,	Beauty / Joy	Beauty / Joy
Und ist doch lange tot.	Sadness	Sadness
Reißt die Kreuze aus der Erden!	Annoyance	Annoyance
Alle sollen Schwerter werden,	Annoyance	Annoyance
Gott im Himmel wird's verzeihn.	Annoyance	Annoyance
Laßt, o laßt das Verseschweißen!	Annoyance	Annoyance
Auf den Amboß legt das Eisen!	Annoyance	Annoyance
Heiland soll das Eisen sein.	Annoyance	Annoyance
Eure Tannen, eure Eichen -	Uneasiness	Uneasiness
Habt die grünen Fragezeichen	Uneasiness	Uneasiness
Deutscher Freiheit ihr gewahrt?	Uneasiness	Uneasiness
Nein, sie soll nicht untergehen!	Uneasiness	Uneasiness
Doch ihr fröhlich Auferstehen	Uneasiness	Uneasiness
Kostet eine Höllenfahrt.	Uneasiness	Uneasiness
Deutsche, glaubet euren Sehern,	Annoyance	Annoyance
Unsre Tage werden ehern,	Annoyance	Annoyance
Unsre Zukunft klirrt in Erz;	Annoyance	Annoyance
Schwarzer Tod ist unser Sold nur,	Annoyance	Annoyance
Unser Gold ein Abendgold nur,	Annoyance	Annoyance
Unser Rot ein blutend Herz!	Annoyance	Annoyance
Reißt die Kreuze aus der Erden!	Annoyance	Uneasiness
Alle sollen Schwerter werden,	Annoyance	Uneasiness
Gott im Himmel wird's verzeihn.	Annoyance	Uneasiness
Hört er unsre Feuer brausen	Annoyance	Uneasiness
Und sein heilig Eisen sausen,	Annoyance	Uneasiness
Spricht er wohl den Segen drein.	Annoyance	Uneasiness
Vor der Freiheit sei kein Frieden,	Annoyance	Annoyance
Sei dem Mann kein Weib beschieden	Annoyance	Annoyance
Und kein golden Korn dem Feld;	Annoyance	Annoyance
Vor der Freiheit, vor dem Siege	Annoyance	Annoyance
Seh kein Säugling aus der Wiege	Annoyance	Annoyance
Frohen Blickes in die Welt!	Annoyance	Annoyance
In den Städten sei nur Trauern,	Uneasiness	Annoyance
Bis die Freiheit von den Mauern	Uneasiness	Annoyance
Schwingt die Fahnen in das Land;	Uneasiness	Annoyance
Bis du, Rhein, durch freie Bogen	Uneasiness	Annoyance
Donnerst, laß die letzten Wogen	Uneasiness	Annoyance
Fluchend knirschen in den Sand.	Uneasiness	Annoyance
Reißt die Kreuze aus der Erden!	Annoyance	Uneasines
Alle sollen Schwerter werden,	Annoyance	Uneasiness
Gott im Himmel wird's verzeihn.	Annoyance	Uneasiness
Gen Tyrannen und Philister!	Annoyance	Uneasiness
Auch das Schwert hat seine Priester,	Annoyance	Annoyance
Und wir wollen Priester sein!	Annoyance	Annoyance
Wohlauf, wohlauf, über Berg und Fluß	Vitality	Vitality
Dem Morgenrot entgegen,	Vitality	Vitality
Dem treuen Weib den letzten Kuß,	Vitality	Vitality
Und dann zum treuen Degen!	Vitality	Vitality
Bis unsre Hand in Asche stiebt,	Annoyance	Uneasiness
Soll sie vom Schwert nicht lassen;	Annoyance	Uneasiness
Wir haben lang genug geliebt,	Annoyance	Uneasiness
Und wollen endlich hassen!	Annoyance	Uneasiness
Die Liebe kann uns helfen nicht,	Sadness	Uneasiness
Die Liebe nicht erretten;	Sadness	Uneasiness
Halt du, o Haß, dein jüngst Gericht,	Annoyance	Uneasiness
Brich du, o Haß, die Ketten!	Annoyance	Uneasiness
Und wo es noch Tyrannen gibt,	Annoyance	Vitality
Die laßt uns keck erfassen;	Annoyance	Vitality
Wir haben lang genug geliebt,	Annoyance	Vitality
Und wollen endlich hassen!	Annoyance	Vitality
Wer noch ein Herz besitzt, dem soll's	Annoyance	Vitality
Im Hasse nur sich rühren;	Annoyance	Vitality
Allüberall ist dürres Holz,	Annoyance	Vitality
Um unsre Glut zu schüren.	Annoyance	Vitality
Die ihr der Freiheit noch verbliebt,	Annoyance	Vitality
Singt durch die deutschen Straßen:	Annoyance	Vitality
»Ihr habet lang genug geliebt,	Annoyance	Vitality
O lernet endlich hassen!«	Annoyance	Vitality
Bekämpfet sie ohn' Unterlaß,	Annoyance	Vitality
Die Tyrannei auf Erden,	Annoyance	Vitality
Und heiliger wird unser Haß ,	Annoyance	Vitality
Als unsre Liebe, werden.	Annoyance	Vitality
Bis unsre Hand in Asche stiebt,	Annoyance	Uneasiness
Soll sie vom Schwert nicht lassen;	Annoyance	Uneasiness
Wir haben lang genug geliebt,	Annoyance	Uneasiness
Und wollen endlich hassen!	Annoyance	Uneasiness
Singet leise, leise, leise,	Beauty / Joy	Beauty / Joy
singt ein flüsternd Wiegenlied;	Beauty / Joy	Beauty / Joy
von dem Monde lernt die Weise,	Beauty / Joy	Beauty / Joy
der so still am Himmel zieht.	Beauty / Joy	Beauty / Joy
Singt ein Lied so süß gelinde,	Beauty / Joy	Beauty / Joy
wie die Quellen auf den Kieseln,	Beauty / Joy	Beauty / Joy
wie die Bienen um die Linde	Beauty / Joy	Beauty / Joy
summen, murmeln, flüstern, rieseln.	Beauty / Joy	Beauty / Joy
Hörst du nicht die Quellen gehen	Beauty / Joy	Beauty / Joy
Zwischen Stein und Blumen weit	Beauty / Joy	Beauty / Joy
Nach den stillen Waldesseen,	Beauty / Joy	Beauty / Joy
Wo die Marmorbilder stehen	Beauty / Joy	Beauty / Joy
In der schönen Einsamkeit?	Beauty / Joy	Beauty / Joy
Von den Bergen sacht hernieder,	Beauty / Joy	Beauty / Joy
Weckend die uralten Lieder,	Beauty / Joy	Beauty / Joy
Steigt die wunderbare Nacht,	Beauty / Joy	Beauty / Joy
Und die Gründe glänzen wieder,	Beauty / Joy	Beauty / Joy
Wie dus oft im Traum gedacht.	Beauty / Joy	Beauty / Joy
Kennst die Blume du, entsprossen	Beauty / Joy	Beauty / Joy
In dem mondbeglänzten Grund?	Beauty / Joy	Beauty / Joy
Aus der Knospe, halb erschlossen,	Beauty / Joy	Beauty / Joy
Junge Glieder blühend sprossen,	Beauty / Joy	Beauty / Joy
Weiße Arme, roter Mund,	Beauty / Joy	Beauty / Joy
Und die Nachtigallen schlagen,	Beauty / Joy	Sadness
Und rings hebt es an zu klagen,	Sadness	Sadness
Ach, vor Liebe todeswund,	Sadness	Sadness
Von versunknen schönen Tagen ?	Sadness	Sadness
Komm, o komm zum stillen Grund!	Sadness	Uneasiness



